SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,OPP_SEASON_ID,OPP_TEAM_ID,OPP_TEAM_ABBREVIATION,OPP_TEAM_NAME,OPP_GAME_ID,OPP_GAME_DATE,OPP_MATCHUP,OPP_WL,OPP_MIN,OPP_PTS,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PLUS_MINUS
22022,1610612738,BOS,Boston Celtics,0022200986,2023-03-08,BOS vs. POR,W,241,115,42,88,0.477,18,49,0.367,13,20,0.65,5,40,45,26,9,2,10,20,22.0,22022,1610612755,PHI,Philadelphia 76ers,0022201016,2023-03-12,PHI vs. WAS,W,240,112,41,80,0.513,11,29,0.379,19,23,0.826,9,33,42,29,6,10,8,19,19.0
22022,1610612738,BOS,Boston Celtics,0022200971,2023-03-06,BOS @ CLE,L,265,114,42,101,0.416,16,48,0.333,14,21,0.667,15,37,52,25,5,5,12,21,-4.0,22022,1610612755,PHI,Philadelphia 76ers,0022200998,2023-03-10,PHI vs. POR,W,241,120,43,83,0.518,11,30,0.367,23,29,0.793,12,30,42,25,7,4,9,24,1.0
22022,1610612738,BOS,Boston Celtics,0022200969,2023-03-05,BOS vs. NYK,L,289,129,43,109,0.394,21,59,0.356,22,25,0.88,17,37,54,27,8,5,16,28,-2.0,22022,1610612755,PHI,Philadelphia 76ers,0022200980,2023-03-07,PHI @ MIN,W,242,117,40,81,0.494,15,25,0.6,22,23,0.957,8,46,54,21,8,6,15,17,23.0
22022,1610612738,BOS,Boston Celtics,0022200948,2023-03-03,BOS vs. BKN,L,240,105,41,84,0.488,9,29,0.31,14,20,0.7,9,39,48,26,8,8,19,19,-10.0,22022,1610612755,PHI,Philadelphia 76ers,0022200972,2023-03-06,PHI @ IND,W,241,147,48,82,0.585,16,34,0.471,35,38,0.921,5,31,36,37,6,5,11,26,4.0
22022,1610612738,BOS,Boston Celtics,0022200935,2023-03-01,BOS vs. CLE,W,241,117,39,78,0.5,16,32,0.5,23,28,0.821,7,36,43,27,5,4,12,18,4.0,22022,1610612755,PHI,Philadelphia 76ers,0022200960,2023-03-04,PHI @ MIL,W,239,133,42,84,0.5,18,37,0.486,31,37,0.838,9,23,32,24,5,1,5,21,3.0
22022,1610612738,BOS,Boston Celtics,0022200921,2023-02-27,BOS @ NYK,L,242,94,37,84,0.44,9,42,0.214,11,14,0.786,7,28,35,21,5,8,11,22,-15.0,22022,1610612755,PHI,Philadelphia 76ers,0022200943,2023-03-02,PHI @ DAL,L,241,126,45,78,0.577,12,27,0.444,24,29,0.828,5,32,37,28,9,1,14,24,-7.0
22022,1610612738,BOS,Boston Celtics,0022200908,2023-02-25,BOS @ PHI,W,239,110,43,86,0.5,16,36,0.444,8,12,0.667,9,35,44,20,6,4,12,22,3.0,22022,1610612755,PHI,Philadelphia 76ers,0022200936,2023-03-01,PHI @ MIA,W,241,119,41,83,0.494,15,39,0.385,22,22,1.0,9,32,41,25,6,5,8,20,23.0
22022,1610612738,BOS,Boston Celtics,0022200887,2023-02-23,BOS @ IND,W,266,142,51,99,0.515,18,39,0.462,22,26,0.846,20,31,51,31,7,6,15,18,4.0,22022,1610612755,PHI,Philadelphia 76ers,0022200920,2023-02-27,PHI vs. MIA,L,238,99,32,73,0.438,10,27,0.37,25,28,0.893,9,30,39,20,7,3,18,24,-2.0
22022,1610612738,BOS,Boston Celtics,0022200877,2023-02-15,BOS vs. DET,W,240,127,49,92,0.533,21,45,0.467,8,10,0.8,8,35,43,30,10,5,11,18,18.0,22022,1610612755,PHI,Philadelphia 76ers,0022200908,2023-02-25,PHI vs. BOS,L,242,107,35,78,0.449,9,27,0.333,28,35,0.8,8,34,42,19,8,3,10,13,-3.0
22022,1610612738,BOS,Boston Celtics,0022200869,2023-02-14,BOS @ MIL,L,266,125,46,99,0.465,17,50,0.34,16,20,0.8,8,36,44,28,8,1,13,26,-6.0,22022,1610612755,PHI,Philadelphia 76ers,0022200889,2023-02-23,PHI vs. MEM,W,241,110,34,84,0.405,13,36,0.361,29,36,0.806,7,36,43,25,3,10,10,26,5.0
22022,1610612738,BOS,Boston Celtics,0022200855,2023-02-12,BOS vs. MEM,W,239,119,39,88,0.443,21,51,0.412,20,26,0.769,15,40,55,28,5,3,10,14,10.0,22022,1610612755,PHI,Philadelphia 76ers,0022200875,2023-02-15,PHI vs. CLE,W,240,118,39,78,0.5,13,27,0.481,27,29,0.931,8,30,38,24,7,4,11,22,6.0
22022,1610612738,BOS,Boston Celtics,0022200838,2023-02-10,BOS vs. CHA,W,241,127,44,89,0.494,25,55,0.455,14,17,0.824,5,38,43,34,7,7,15,22,11.0,22022,1610612755,PHI,Philadelphia 76ers,0022200860,2023-02-13,PHI vs. HOU,W,242,123,46,82,0.561,15,34,0.441,16,17,0.941,7,31,38,26,11,7,16,24,19.0
22022,1610612738,BOS,Boston Celtics,0022200824,2023-02-08,BOS vs. PHI,W,239,106,40,76,0.526,19,35,0.543,7,10,0.7,5,39,44,25,2,5,13,19,7.0,22022,1610612755,PHI,Philadelphia 76ers,0022200846,2023-02-11,PHI @ BKN,W,241,101,33,75,0.44,6,23,0.261,29,30,0.967,8,33,41,17,4,3,10,12,3.0
22022,1610612738,BOS,Boston Celtics,0022200808,2023-02-06,BOS @ DET,W,240,111,39,83,0.47,16,37,0.432,17,21,0.81,10,41,51,25,2,5,11,22,12.0,22022,1610612755,PHI,Philadelphia 76ers,0022200837,2023-02-10,PHI vs. NYK,W,241,119,44,84,0.524,14,38,0.368,17,22,0.773,6,34,40,27,8,2,6,15,11.0
22022,1610612738,BOS,Boston Celtics,0022200788,2023-02-03,BOS vs. PHX,L,240,94,29,75,0.387,10,38,0.263,26,31,0.839,3,40,43,18,5,3,14,21,-12.0,22022,1610612755,PHI,Philadelphia 76ers,0022200824,2023-02-08,PHI @ BOS,L,240,99,37,83,0.446,10,31,0.323,15,20,0.75,8,29,37,20,9,3,6,16,-7.0
22022,1610612738,BOS,Boston Celtics,0022200772,2023-02-01,BOS vs. BKN,W,240,139,53,92,0.576,26,54,0.481,7,10,0.7,11,46,57,28,4,4,10,13,43.0,22022,1610612755,PHI,Philadelphia 76ers,0022200804,2023-02-05,PHI @ NYK,L,239,97,30,74,0.405,7,25,0.28,30,36,0.833,8,36,44,23,4,4,11,23,-11.0
22022,1610612738,BOS,Boston Celtics,0022200749,2023-01-28,BOS vs. LAL,W,265,125,39,84,0.464,13,40,0.325,34,39,0.872,7,39,46,18,8,9,12,22,3.0,22022,1610612755,PHI,Philadelphia 76ers,0022200791,2023-02-03,PHI @ SAS,W,240,137,46,87,0.529,13,27,0.481,32,41,0.78,14,25,39,28,11,3,10,13,12.0
22022,1610612738,BOS,Boston Celtics,0022200730,2023-01-26,BOS vs. NYK,L,266,117,41,100,0.41,16,46,0.348,19,23,0.826,15,39,54,22,4,4,13,19,-3.0,22022,1610612755,PHI,Philadelphia 76ers,0022200770,2023-02-01,PHI vs. ORL,W,240,105,34,78,0.436,14,35,0.4,23,26,0.885,7,36,43,27,7,4,18,24,11.0
22022,1610612738,BOS,Boston Celtics,0022200714,2023-01-24,BOS @ MIA,L,240,95,32,74,0.432,10,32,0.313,21,27,0.778,5,39,44,21,5,6,17,22,-3.0,22022,1610612755,PHI,Philadelphia 76ers,0022200756,2023-01-30,PHI vs. ORL,L,241,109,40,85,0.471,11,30,0.367,18,23,0.783,8,37,45,28,8,3,19,25,-10.0
22022,1610612738,BOS,Boston Celtics,0022200707,2023-01-23,BOS @ ORL,L,241,98,36,83,0.434,18,46,0.391,8,11,0.727,8,29,37,24,5,4,18,23,-15.0,22022,1610612755,PHI,Philadelphia 76ers,0022200741,2023-01-28,PHI vs. DEN,W,240,126,46,89,0.517,18,35,0.514,16,24,0.667,12,27,39,31,10,2,11,15,7.0
22022,1610612738,BOS,Boston Celtics,0022200692,2023-01-21,BOS @ TOR,W,241,106,38,85,0.447,16,35,0.457,14,15,0.933,11,30,41,25,9,8,15,17,2.0,22022,1610612755,PHI,Philadelphia 76ers,0022200721,2023-01-25,PHI vs. BKN,W,241,137,42,82,0.512,18,38,0.474,35,36,0.972,11,25,36,26,10,4,9,19,4.0
22022,1610612738,BOS,Boston Celtics,0022200679,2023-01-19,BOS vs. GSW,W,265,121,43,108,0.398,13,41,0.317,22,30,0.733,18,45,63,21,10,5,17,19,3.0,22022,1610612755,PHI,Philadelphia 76ers,0022200698,2023-01-21,PHI @ SAC,W,239,129,49,93,0.527,12,28,0.429,19,23,0.826,16,30,46,27,4,3,15,26,2.0
22022,1610612738,BOS,Boston Celtics,0022200656,2023-01-16,BOS @ CHA,W,239,130,43,87,0.494,20,43,0.465,24,25,0.96,14,33,47,34,1,4,11,21,12.0,22022,1610612755,PHI,Philadelphia 76ers,0022200682,2023-01-19,PHI @ POR,W,241,105,41,81,0.506,8,26,0.308,15,19,0.789,5,38,43,24,8,8,12,23,10.0
22022,1610612738,BOS,Boston Celtics,0022200642,2023-01-14,BOS @ CHA,W,241,122,47,99,0.475,19,53,0.358,9,10,0.9,14,32,46,35,8,4,7,15,16.0,22022,1610612755,PHI,Philadelphia 76ers,0022200668,2023-01-17,PHI @ LAC,W,241,120,39,73,0.534,13,31,0.419,29,34,0.853,8,25,33,25,12,4,14,17,10.0
22022,1610612738,BOS,Boston Celtics,0022200627,2023-01-12,BOS @ BKN,W,240,109,41,86,0.477,12,36,0.333,15,17,0.882,12,36,48,23,4,6,13,15,11.0,22022,1610612755,PHI,Philadelphia 76ers,0022200655,2023-01-15,PHI @ LAL,W,240,113,43,85,0.506,12,34,0.353,15,19,0.789,5,33,38,29,3,7,9,16,1.0
22022,1610612738,BOS,Boston Celtics,0022200621,2023-01-11,BOS vs. NOP,W,242,125,44,91,0.484,15,44,0.341,22,25,0.88,11,39,50,24,7,5,9,16,11.0,22022,1610612755,PHI,Philadelphia 76ers,0022200646,2023-01-14,PHI @ UTA,W,240,118,40,89,0.449,17,39,0.436,21,26,0.808,9,28,37,23,5,5,8,17,1.0
22022,1610612738,BOS,Boston Celtics,0022200606,2023-01-09,BOS vs. CHI,W,241,107,38,87,0.437,11,41,0.268,20,21,0.952,9,41,50,25,2,7,9,12,8.0,22022,1610612755,PHI,Philadelphia 76ers,0022200626,2023-01-12,PHI vs. OKC,L,240,114,39,88,0.443,11,36,0.306,25,27,0.926,9,30,39,30,4,3,17,29,-19.0
22022,1610612738,BOS,Boston Celtics,0022200591,2023-01-07,BOS @ SAS,W,240,121,47,95,0.495,15,34,0.441,12,18,0.667,8,35,43,30,6,10,14,15,5.0,22022,1610612755,PHI,Philadelphia 76ers,0022200612,2023-01-10,PHI vs. DET,W,240,147,54,89,0.607,11,31,0.355,28,30,0.933,10,45,55,36,7,8,18,29,31.0
22022,1610612738,BOS,Boston Celtics,0022200577,2023-01-05,BOS @ DAL,W,242,124,41,84,0.488,16,43,0.372,26,31,0.839,10,42,52,29,6,8,11,22,29.0,22022,1610612755,PHI,Philadelphia 76ers,0022200596,2023-01-08,PHI @ DET,W,240,123,46,94,0.489,11,37,0.297,20,23,0.87,14,30,44,24,12,5,13,17,12.0
22022,1610612738,BOS,Boston Celtics,0022200562,2023-01-03,BOS @ OKC,L,240,117,40,88,0.455,12,40,0.3,25,31,0.806,11,27,38,29,4,7,17,15,-33.0,22022,1610612755,PHI,Philadelphia 76ers,0022200581,2023-01-06,PHI vs. CHI,L,240,112,40,92,0.435,18,41,0.439,14,18,0.778,12,26,38,28,6,3,7,15,-14.0
22022,1610612738,BOS,Boston Celtics,0022200549,2023-01-01,BOS @ DEN,L,240,111,40,87,0.46,9,33,0.273,22,27,0.815,10,31,41,30,8,3,13,15,-12.0,22022,1610612755,PHI,Philadelphia 76ers,0022200567,2023-01-04,PHI vs. IND,W,265,129,48,98,0.49,14,36,0.389,19,22,0.864,14,32,46,24,4,7,9,19,3.0
22022,1610612738,BOS,Boston Celtics,0022200525,2022-12-29,BOS vs. LAC,W,240,116,44,91,0.484,11,39,0.282,17,22,0.773,11,38,49,22,3,7,11,17,6.0,22022,1610612755,PHI,Philadelphia 76ers,0022200554,2023-01-02,PHI vs. NOP,W,240,120,41,86,0.477,15,35,0.429,23,28,0.821,7,28,35,26,9,6,9,22,9.0
22022,1610612738,BOS,Boston Celtics,0022200507,2022-12-27,BOS vs. HOU,W,242,126,43,91,0.473,20,56,0.357,20,23,0.87,9,40,49,32,8,5,10,14,24.0,22022,1610612755,PHI,Philadelphia 76ers,0022200545,2022-12-31,PHI @ OKC,W,240,115,46,99,0.465,11,34,0.324,12,17,0.706,14,42,56,29,7,9,13,24,19.0
22022,1610612738,BOS,Boston Celtics,0022200495,2022-12-25,BOS vs. MIL,W,240,139,50,85,0.588,19,39,0.487,20,25,0.8,5,30,35,29,9,1,11,18,21.0,22022,1610612755,PHI,Philadelphia 76ers,0022200534,2022-12-30,PHI @ NOP,L,239,116,42,75,0.56,14,34,0.412,18,22,0.818,3,26,29,28,5,7,18,22,-11.0
22022,1610612738,BOS,Boston Celtics,0022200482,2022-12-23,BOS vs. MIN,W,239,121,44,100,0.44,13,46,0.283,20,26,0.769,20,33,53,28,9,6,11,16,12.0,22022,1610612755,PHI,Philadelphia 76ers,0022200506,2022-12-27,PHI @ WAS,L,241,111,39,84,0.464,6,31,0.194,27,31,0.871,10,29,39,21,8,10,15,24,-5.0
22022,1610612738,BOS,Boston Celtics,0022200469,2022-12-21,BOS vs. IND,L,239,112,39,101,0.386,13,41,0.317,21,25,0.84,25,37,62,26,11,5,16,9,-5.0,22022,1610612755,PHI,Philadelphia 76ers,0022200493,2022-12-25,PHI @ NYK,W,239,119,39,77,0.506,18,39,0.462,23,29,0.793,5,27,32,22,5,2,6,19,7.0
22022,1610612738,BOS,Boston Celtics,0022200445,2022-12-18,BOS vs. ORL,L,241,92,31,89,0.348,12,47,0.255,18,21,0.857,11,43,54,22,7,7,16,17,-3.0,22022,1610612755,PHI,Philadelphia 76ers,0022200480,2022-12-23,PHI vs. LAC,W,240,119,47,88,0.534,12,29,0.414,13,14,0.929,6,33,39,31,7,3,9,20,5.0
22022,1610612738,BOS,Boston Celtics,0022200430,2022-12-16,BOS vs. ORL,L,240,109,35,84,0.417,11,46,0.239,28,34,0.824,10,28,38,17,9,12,14,21,-8.0,22022,1610612755,PHI,Philadelphia 76ers,0022200467,2022-12-21,PHI vs. DET,W,241,113,41,93,0.441,11,37,0.297,20,22,0.909,13,36,49,27,8,7,12,23,20.0
22022,1610612738,BOS,Boston Celtics,0022200413,2022-12-13,BOS @ LAL,W,265,122,46,104,0.442,19,48,0.396,11,16,0.688,13,38,51,27,6,2,14,22,4.0,22022,1610612755,PHI,Philadelphia 76ers,0022200453,2022-12-19,PHI vs. TOR,W,265,104,32,80,0.4,15,42,0.357,25,27,0.926,4,37,41,22,8,1,16,21,3.0
22022,1610612738,BOS,Boston Celtics,0022200408,2022-12-12,BOS @ LAC,L,239,93,33,76,0.434,9,39,0.231,18,26,0.692,5,31,36,27,5,6,15,17,-20.0,22022,1610612755,PHI,Philadelphia 76ers,0022200432,2022-12-16,PHI vs. GSW,W,240,118,39,85,0.459,15,38,0.395,25,31,0.806,11,38,49,23,11,5,15,13,12.0
22022,1610612738,BOS,Boston Celtics,0022200392,2022-12-10,BOS @ GSW,L,240,107,38,87,0.437,12,40,0.3,19,26,0.731,6,33,39,17,8,6,10,14,-16.0,22022,1610612755,PHI,Philadelphia 76ers,0022200409,2022-12-13,PHI vs. SAC,W,241,123,43,84,0.512,16,35,0.457,21,27,0.778,4,38,42,34,10,4,11,21,20.0
22022,1610612738,BOS,Boston Celtics,0022200373,2022-12-07,BOS @ PHX,W,239,125,49,101,0.485,16,45,0.356,11,13,0.846,11,42,53,29,14,3,12,20,27.0,22022,1610612755,PHI,Philadelphia 76ers,0022200399,2022-12-11,PHI vs. CHA,W,240,131,46,83,0.554,13,27,0.481,26,32,0.813,9,32,41,31,6,6,15,24,18.0
22022,1610612738,BOS,Boston Celtics,0022200355,2022-12-05,BOS @ TOR,W,240,116,44,90,0.489,13,36,0.361,15,21,0.714,13,36,49,27,6,3,11,22,6.0,22022,1610612755,PHI,Philadelphia 76ers,0022200382,2022-12-09,PHI vs. LAL,W,263,133,48,90,0.533,18,40,0.45,19,22,0.864,7,35,42,30,14,2,21,30,11.0
22022,1610612738,BOS,Boston Celtics,0022200346,2022-12-04,BOS @ BKN,W,241,103,35,81,0.432,15,38,0.395,18,20,0.9,8,40,48,18,11,9,15,19,11.0,22022,1610612755,PHI,Philadelphia 76ers,0022200356,2022-12-05,PHI @ HOU,L,288,123,39,87,0.448,17,36,0.472,28,36,0.778,11,28,39,23,10,6,19,34,-9.0
22022,1610612738,BOS,Boston Celtics,0022200328,2022-12-02,BOS vs. MIA,L,265,116,40,87,0.46,15,45,0.333,21,28,0.75,7,41,48,26,6,2,20,18,-4.0,22022,1610612755,PHI,Philadelphia 76ers,0022200332,2022-12-02,PHI @ MEM,L,240,109,40,91,0.44,14,33,0.424,15,17,0.882,10,32,42,23,7,5,13,21,-8.0
22022,1610612738,BOS,Boston Celtics,0022200314,2022-11-30,BOS vs. MIA,W,239,134,46,83,0.554,22,45,0.489,20,23,0.87,11,30,41,32,7,0,17,18,13.0,22022,1610612755,PHI,Philadelphia 76ers,0022200312,2022-11-30,PHI @ CLE,L,238,85,32,77,0.416,6,26,0.231,15,18,0.833,7,23,30,19,7,1,16,11,-28.0
22022,1610612738,BOS,Boston Celtics,0022200301,2022-11-28,BOS vs. CHA,W,240,140,55,93,0.591,24,52,0.462,6,7,0.857,9,30,39,40,10,5,13,18,35.0,22022,1610612755,PHI,Philadelphia 76ers,0022200299,2022-11-28,PHI vs. ATL,W,241,104,39,86,0.453,10,28,0.357,16,18,0.889,10,27,37,23,10,3,12,19,3.0
22022,1610612738,BOS,Boston Celtics,0022200294,2022-11-27,BOS vs. WAS,W,240,130,44,80,0.55,16,34,0.471,26,26,1.0,10,28,38,25,2,5,14,23,9.0,22022,1610612755,PHI,Philadelphia 76ers,0022200297,2022-11-27,PHI @ ORL,W,241,133,50,77,0.649,11,27,0.407,22,27,0.815,6,37,43,32,10,8,14,19,30.0
22022,1610612738,BOS,Boston Celtics,0022200275,2022-11-25,BOS vs. SAC,W,241,122,41,83,0.494,16,37,0.432,24,27,0.889,4,34,38,27,9,6,10,24,18.0,22022,1610612755,PHI,Philadelphia 76ers,0022200273,2022-11-25,PHI @ ORL,W,241,107,39,82,0.476,14,36,0.389,15,18,0.833,13,34,47,25,7,1,15,19,8.0
22022,1610612738,BOS,Boston Celtics,0022200264,2022-11-23,BOS vs. DAL,W,242,125,45,84,0.536,17,34,0.5,18,21,0.857,6,32,38,29,4,4,11,22,13.0,22022,1610612755,PHI,Philadelphia 76ers,0022200260,2022-11-23,PHI @ CHA,L,241,101,38,86,0.442,9,38,0.237,16,18,0.889,8,37,45,20,9,3,19,23,-6.0
22022,1610612738,BOS,Boston Celtics,0022200250,2022-11-21,BOS @ CHI,L,240,107,38,87,0.437,19,50,0.38,12,17,0.706,5,33,38,28,3,4,15,18,-14.0,22022,1610612755,PHI,Philadelphia 76ers,0022200256,2022-11-22,PHI vs. BKN,W,239,115,43,99,0.434,16,32,0.5,13,16,0.813,20,29,49,19,9,4,9,12,9.0
22022,1610612738,BOS,Boston Celtics,0022200231,2022-11-18,BOS @ NOP,W,239,117,41,85,0.482,20,46,0.435,15,17,0.882,11,35,46,28,6,3,17,13,8.0,22022,1610612755,PHI,Philadelphia 76ers,0022200237,2022-11-19,PHI vs. MIN,L,239,109,34,71,0.479,14,32,0.438,27,32,0.844,4,35,39,21,10,1,22,24,-3.0
22022,1610612738,BOS,Boston Celtics,0022200214,2022-11-16,BOS @ ATL,W,239,126,48,88,0.545,21,46,0.457,9,10,0.9,6,43,49,29,4,8,14,20,25.0,22022,1610612755,PHI,Philadelphia 76ers,0022200226,2022-11-18,PHI vs. MIL,W,239,110,40,78,0.513,13,28,0.464,17,26,0.654,6,35,41,28,5,5,18,18,8.0
22022,1610612738,BOS,Boston Celtics,0022200201,2022-11-14,BOS vs. OKC,W,239,126,46,96,0.479,10,37,0.27,24,29,0.828,10,36,46,25,15,7,14,20,4.0,22022,1610612755,PHI,Philadelphia 76ers,0022200195,2022-11-13,PHI vs. UTA,W,241,105,40,83,0.482,4,23,0.174,21,26,0.808,8,31,39,21,12,14,12,19,7.0
22022,1610612738,BOS,Boston Celtics,0022200186,2022-11-12,BOS @ DET,W,240,117,39,91,0.429,18,48,0.375,21,24,0.875,9,33,42,27,6,4,7,17,9.0,22022,1610612755,PHI,Philadelphia 76ers,0022200188,2022-11-12,PHI vs. ATL,W,241,121,44,80,0.55,8,24,0.333,25,31,0.806,2,29,31,24,10,5,12,26,12.0
